ID,AF,TI,SO,LA,DT,AB,PY
ID108,"Mair, Johanna; Hehenberger, Lisa",FRONT-STAGE AND BACKSTAGE CONVENING: THE TRANSITION FROM OPPOSITION TO MUTUALISTIC COEXISTENCE IN ORGANIZATIONAL PHILANTHROPY,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Actors who support dissimilar institutional models can overcome conflict and move toward mutually beneficial coexistence. To see how, we studied the emergence of venture philanthropy, a rationalized approach to organizational philanthropy in Europe. Our analysis leverages multiple sources of data and focuses on field-configuring events as settings for interactions. We show how convening bringing together dissimilar actors in different types of events creates relational spaces for negotiation over institutional models, their practices, and their underlying assumptions. Front-stage interactions in public spaces are important in making models accessible to a broad audience, whereas backstage interactions in protected spaces allow models to be deconstructed. Our findings show that the interplay between front stage and backstage enables the refraining of institutional models by refining the constituent practices, which neutralizes opposition and facilitates joint courses of action. Our results contrast with popular accounts of competing institutional logics, advance organizational research on the role of events in field trajectories, and expose the collective rationalization of giving.",2014
ID109,"Grant, Adam M.; Berg, Justin M.; Cable, Daniel M.",JOB TITLES AS IDENTITY BADGES: HOW SELF-REFLECTIVE TITLES CAN REDUCE EMOTIONAL EXHAUSTION,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Job titles help organizations manage their human capital and have far-reaching implications for employees' identities. Because titles do not always reflect the unique value that employees bring to their jobs, some organizations have recently experimented with encouraging employees to create their own job titles. To explore the psychological implications of self-reflective job titles, we conducted field research combining inductive qualitative and deductive experimental methods. In Study 1, a qualitative study at the Make-A-Wish Foundation, we were surprised to learn that employees experienced self-reflective job titles as reducing their emotional exhaustion. We triangulated interviews, observations, and archival documents to identify three explanatory mechanisms through which self-reflective job titles may operate: self-verification, psychological safety, and external rapport. In Study 2, a field quasi-experiment within a health care system, we found that employees who created self-reflective job titles experienced less emotional exhaustion five weeks later, whereas employees in two control groups did not. These effects were mediated by increases in self-verification and psychological safety, but not external rapport. Our research suggests that self-reflective job titles can be important vehicles for identity expression and stress reduction, offering meaningful implications for research on job titles, identity, and emotional exhaustion.",2014
ID110,"Marr, Jennifer Carson; Cable, Dan M.",DO INTERVIEWERS SELL THEMSELVES SHORT? THE EFFECTS OF SELLING ORIENTATION ON INTERVIEWERS' JUDGMENTS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Drawing on alternative perspectives about the automaticity of dispositional judgments, we examine whether the motivation to attract the other (i.e., selling orientation) in interpersonal first meetings (e.g., job interviews) helps or hinders the accuracy and validity of dispositional judgments. In a laboratory study (Study 1), we found that selling orientation reduced the accuracy of interviewers' judgments about applicants' core self-evaluations. Then, we investigated the real-world implications of selling orientation in a field study (Study 2) with two different samples (Samples A and B) and found that a selling orientation negatively influenced the predictive validity of interviewers' judgments. Specifically, when selling orientation was low, interviewers' judgments accurately predicted which applicants would be most (and least) successful as newcomers in the organization (in terms of citizenship, performance, and fit). However, when selling orientation was high, interviewers' judgments no longer predicted applicant outcomes. Together, these results suggest that making dispositional judgments in interpersonal first meetings is an effortful process that is hindered by focusing on other goals (e.g., selling). We discuss the practical and theoretical implications of these findings.",2014
ID111,"Crossland, Craig; Zyung, Jinyong; Hiller, Nathan J.; Hambrick, Donald C.",CEO CAREER VARIETY: EFFECTS ON FIRM-LEVEL STRATEGIC AND SOCIAL NOVELTY,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We introduce the concept of ""CEO career variety"" -defined as the array of distinct professional and institutional experiences an executive has had prior to becoming CEO. Using a longitudinal sample of Fortune 250 CEOs, we hypothesize, and find strong evidence for the assertion, that CEO career variety is positively associated with firm-level strategic novelty-manifested in strategic dynamism (period-on-period change) and strategic distinctiveness (deviance from industry central tendencies). We also find mixed evidence that CEO career variety is positively associated with social novelty-manifested in top management team turnover and heterogeneity.",2014
ID112,"Zhang, Yiwen; Lepine, Jeffery A.; Buckman, Brooke R.; Wei, Feng",IT'S NOT FAIR ... OR IS IT? THE ROLE OF JUSTICE AND LEADERSHIP IN EXPLAINING WORK STRESSOR-JOB PERFORMANCE RELATIONSHIPS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We develop and test a theoretical model of multilevel moderated mediation in which organizational justice serves as an intervening mechanism that explains associations among two dimensions of work stressors (challenges and hindrances) and five dimensions of job performance (task performance, helping, voice, counterproductive behavior, and creativity) over and above the intervening role of strain. We also consider how leadership influences the intervening role of justice in the stressor-job performance relationships by virtue of the effect it has on how stressors are interpreted with regard to fairness. Results of a study of 339 employees and their supervisors provide support for this model across dimensions of performance. Somewhat unexpectedly, the moderating effect of leadership is found to be contingent on the type of leadership and the type of stressors. Transactional leaders reduce the negative effect of hindrance stressors on job performance because they weaken the negative link between hindrance stressors and justice perceptions. Alternatively, transformational leaders enhance the positive effect of challenge stressors On job performance because they foster, a positive link between challenge stressors and justice perceptions. We discuss how this intriguing pattern of moderated mediation could be explained by using theory and research on regulatory focus.",2014
ID113,"Zhang, Yan Anthea; Li, Yu; Li, Haiyang",FDI SPILLOVERS OVER TIME IN AN EMERGING MARKET: THE ROLES OF ENTRY TENURE AND BARRIERS TO IMITATION,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"In this study, we examine how foreign direct investment (FDI) spillovers to domestic firms in an emerging market occur over time. From the organizational learning perspective, we propose that, as entry tenure of foreign firms in an industry increases, domestic firms can learn from the foreign firms over time and improve their productivity. We further build upon the competitor imitation argument to propose that this effect will be stronger when barriers to imitation faced by the domestic firms are lower. Based upon a comprehensive panel dataset on manufacturing firms in China in 1998-2007, our findings strongly support these arguments. We find that entry tenure of foreign firms in an industry has a positive relationship with the productivity of individual domestic firms in the same industry, albeit at a diminishing rate. We also find that this positive relationship is stronger when the foreign firms have lower export intensity, lower intangible asset intensity, and have followed a more rhythmic (i.e., less irregular) entry pattern-situations characterizing lower barriers to imitation.",2014
ID114,"Welsh, David T.; Ordonez, Lisa D.",CONSCIENCE WITHOUT COGNITION: THE EFFECTS OF SUBCONSCIOUS PRIMING ON ETHICAL BEHAVIOR,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Research in the field of behavioral ethics has traditionally viewed ethical decision making as rational and deliberate. However, some recent research has proposed a dual process model of ethical decision making that has both conscious and subconscious components (Reynolds, 2006). We extend current theory by using subconscious ethical and unethical priming to test the effects of subconscious processes on ethical behavior through an automatic process of schema activation and implicit association. Studies 1 and 2 extend self-concept maintenance theory (Mazar, Amir, & Ariely, 2008) by exploring the mediated process through which subconscious ethical and unethical primes trigger the activation of moral standards, thereby influencing categorization and subsequent responses to morally ambiguous situations. Study 3 demonstrates that both subconscious ethical and unethical priming reduce dishonesty even when participants are unmonitored and are given difficult performance goals that previously have been shown to lead to unethical behavior.",2014
ID115,"Broschak, Joseph P.; Block, Emily S.",WITH OR WITHOUT YOU: WHEN DOES MANAGERIAL EXIT MATTER FOR THE DISSOLUTION OF DYADIC MARKET TIES?,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"This paper investigates the relationship between managerial exit from advertising agencies and advertisers and the dissolution of dyadic market ties. We examine how the amount and locus (advertiser vs. agency) of managerial exit and the hierarchical level from which exit occurs (executives vs. exchange managers) influence the likelihood that dyadic market ties will dissolve. We theorize that managerial exit disrupts dyadic market ties through its effect on three mechanisms of social capital: investments in relationship-specific assets; formal control over market ties; and the intensity of interaction with exchange partners. We consider how market tie fragility, the financial performance of advertisers, and the duration of market ties condition the effects of managerial exit on market tie dissolution. In short, we theorize about which managerial roles matter more to market tie dissolution, why they matter and when they matter. Using longitudinal data on 232 dyadic ties between advertisers and New York City advertising agencies, we find that the number of executives and exchange managers who exit on both sides of market ties affects tie dissolution. However, these effects are neither symmetrical between exchange partners nor uniform across the hierarchical levels, from which exit occurs, and vary with the strength of market ties.",2014
ID116,"Reilly, Greg; Nyberg, Anthony J.; Maltarich, Mark; Weller, Ingo","HUMAN CAPITAL FLOWS: USING CONTEXT-EMERGENT TURNOVER (CET) THEORY TO EXPLORE THE PROCESS BY WHICH TURNOVER, HIRING, AND JOB DEMANDS AFFECT PATIENT SATISFACTION",ACADEMY OF MANAGEMENT JOURNAL,English,Article,"The dynamic systems view of voluntary turnover rates advocated in context-emergent turnover theory is used to explore how and why human capital flows impact unit performance over time. We examine hiring rates and employee transfer rates as distinct system components that work alongside voluntary turnover rates to affect job demands, and ultimately patient satisfaction. Our work explores this dynamic system of interrelated constructs, and explains and compares their mutual causality over time. The sample examined consists of 12 nursing units in a large hospital over 72 monthly observations, with patient satisfaction as the measure of unit performance.",2014
ID117,"Zhu, David H.; Westphal, James D.",HOW DIRECTORS' PRIOR EXPERIENCE WITH OTHER DEMOGRAPHICALLY SIMILAR CEOS AFFECTS THEIR APPOINTMENTS ONTO CORPORATE BOARDS AND THE CONSEQUENCES FOR CEO COMPENSATION,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"In recent years, new director appointments have increasingly posed a dilemma for corporate leaders: while CEOs prefer individuals who have similar backgrounds to them, they face increased pressure to appoint new directors who have a different demographic profile. We suggest that CEOs may resolve this dilemma by appointing new directors who have prior experiences working with other demographically similar CEOs. We then explain why this tendency is stronger when new directors are demographically more different from CEOs. Moreover, we posit that new directors' prior experiences with other similar CEOs will reduce the negative effect of their demographic differences from the CEO on CEO compensation. Longitudinal analysis of Fortune 500 companies' new director appointments and subsequent CEO compensation provided support for our theoretical expectations. This study identifies an important new role that interlock ties to other CEOs can play in corporate governance and leadership. In particular, we suggest that such ties are a means by which CEOs evaluate whether a new director will support their leadership and decision making. In explaining the role of directors' ties to other CEOs in influencing director appointments and CEO compensation, this study also highlights the important influence of triads on CEO-director dyadic relations.",2014
ID118,"Sonenshein, Scott",HOW ORGANIZATIONS FOSTER THE CREATIVE USE OF RESOURCES,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Using a multi-year qualitative study, I explain how employees at a fast-growing retail organization used creative resourcing-that is, the manipulation and recombination of objects in novel and useful ways to solve problems. I induce two core organizational processes (autonomous resourcing and directed resourcing) that explain how organizations foster ongoing creative activities in response to different perceived resource endowments. In doing so, I add clarity to a mixed literature that argues on the one hand that limited resources foster creativity, and on the other, that abundant resources foster creativity. Instead, I reorient the questions that scholars ask by shifting the conversation away from variance-explanation models and towards understanding organizational processes, specifically around how employees use resources in dynamic ways and how managers enable them to do so. My study unpacks how the link between resources and creativity is rooted deeply in the actions of managers and employees embedded in organizations over time. In elaborating theory around these actions, I contribute to scholarly and practitioner understanding around how organizations foster creativity in a variety of resource environments.",2014
ID119,"Washburn, Mark; Bromiley, Philip",MANAGERS AND ANALYSTS: AN EXAMINATION OF MUTUAL INFLUENCE,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Securities analysts' predictions of firms' earnings per share constitute important performance targets for those firms. Firm managers attempt to both influence analysts' targets and achieve the targets. We draw on the impression management literature to offer hypotheses regarding how a firm's performance relative to prior targets influences the impression management activities of issuing forecast guidance, having conference calls with analysts, and issuing press releases. We also consider the influence of these impression management activities on subsequent analysts' targets. We test this dyadic representation of impression management activities using a longitudinal panel of large firms. Findings suggest managers take a variety of actions that vary with firm performance, and that some of those actions influence subsequent analyst targets under some conditions.",2014
ID120,"Jia, Liangding; Shaw, Jason D.; Tsui, Anne S.; Park, Tae-Youn",A SOCIAL-STRUCTURAL PERSPECTIVE ON EMPLOYEE-ORGANIZATION RELATIONSHIPS AND TEAM CREATIVITY,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We develop a social-structural perspective on the relationship between employee-organization relationships (EORs) and team creativity. We argue that the mutual investment EOR approach, in which employers expect high levels of employee contributions and offer extensive inducements, will be associated with higher team creativity relative to other EOR approaches. We also advance the argument that this relationship will be mediated by team member work-related communication density and that the mediated relationship will be stronger when team members' tasks are complex. We find support for the model in a two-wave study of 1,807 employees in 229 teams in 55 Chinese high-technology organizations. We discuss the implications for future employment relationship research and practice.",2014
ID121,"Nelson, Andrew J.; Irwin, Jennifer","DEFINING WHAT WE DO-ALL OVER AGAIN: OCCUPATIONAL IDENTITY, TECHNOLOGICAL CHANGE, AND THE LIBRARIAN/INTERNET-SEARCH RELATIONSHIP",ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Although a growing literature explores occupational identity, or the overlap between ""who we are"" and ""what we do,"" this literature has not fully considered how occupational identity may interact with technological change. In this paper, we explore this interaction, asking how an occupation's identity shapes and is shaped by its interactions with a new technology. We focus, specifically, on the relationship between librarians and Internet search. Drawing on an analysis of 22 years of articles from library journals, we demonstrate how and why librarians initially discounted Internet search and differentiated themselves from it. We argue that these responses were associated with a ""paradox of expertise,"" by which librarians missed innovation opportunities around one of the most important information technologies in history precisely, and ironically, because of their deep knowledge of non-Internet searching. Later, however, we demonstrate how librarians engaged with this same technology, drawing upon it to redefine their occupational identity. Our findings demonstrate how occupational identity conditions the interpretation of a technology, while also showing how these interpretations can change with ongoing interactions. We also illustrate how occupational identity itself can change in response to new technology. Finally, we elaborate upon why expert insiders may not actually be best positioned to pursue emerging technologies.",2014
ID122,"Aime, Federico; Humphrey, Stephen; Derue, D. Scott; Paul, Jeffrey B.",THE RIDDLE OF HETERARCHY: POWER TRANSITIONS IN CROSS-FUNCTIONAL TEAMS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"In this paper, we develop the concept of a power heterarchy, which is a conceptualization of power structures in groups that is more dynamic and fluid than traditional hierarchical structures. Through a study of 516 directional dyads in 45 teams, we demonstrate that heterarchical structures in which the expression of power actively shifts among team members to align team member capabilities with dynamic situational demands can enhance team creativity. Our results indicate that this positive effect of power heterarchies on team creativity is contingent on the team perceiving the shifts in interpersonal power expressions as legitimate. We discuss the implications of this heterarchical power structure for research on group functioning, power, and legitimacy in organizations.",2014
ID123,"Diestel, Stefan; Wegge, Juergen; Schmidt, Klaus-Helmut",THE IMPACT OF SOCIAL CONTEXT ON THE RELATIONSHIP BETWEEN INDIVIDUAL JOB SATISFACTION AND ABSENTEEISM: THE ROLES OF DIFFERENT FOCI OF JOB SATISFACTION AND WORK-UNIT ABSENTEEISM,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Building upon recent conceptualizations of different foci of job satisfaction and theories of social-contextual influence, we develop and test an integrative cross-level model of the individual relationships between both ""externally focused satisfaction"" (referring to job conditions) and ""internally focused satisfaction"" (referring to the work unit) and absenteeism. For both of these foci, we hypothesize differential three-way interactive effects of work-unit absenteeism patterns as characterized by their mean and dispersion levels, as well as individual satisfaction levels on subsequent individual absenteeism. Based on two German multi-level samples, our analyses demonstrate that the negative relationship between externally focused satisfaction and individual absenteeism is strongest in the presence of high mean and dispersion levels of work-unit absenteeism, whereas this relationship is weaker when either the mean or dispersion levels of work-unit absenteeism, or both, are low. In contrast, the negative relationship between internally focused satisfaction and individual absenteeism is strongest under conditions of low mean and dispersion levels of work-unit absenteeism, whereas this relationship is weaker when either the mean or dispersion levels of work-unit absenteeism, or both, are high. The present findings suggest that simultaneously improving individual internally focused satisfaction and reducing work-unit absenteeism is the most promising approach to reducing individual absenteeism.",2014
ID124,"Jones, David A.; Willness, Chelsea R.; Madey, Sarah",WHY ARE JOB SEEKERS ATTRACTED BY CORPORATE SOCIAL PERFORMANCE? EXPERIMENTAL AND FIELD TESTS OF THREE SIGNAL-BASED MECHANISMS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Research on employee recruitment has shown that an organization's corporate social performance (CSP) affects its attractiveness as an employer, but the underlying mechanisms and processes through which this occurs are poorly understood. We propose that job seekers receive signals from CSP that inform three signal-based mechanisms that ultimately affect organizational attractiveness: job seekers' anticipated pride from being affiliated with the organization, their perceived value fit with the organization, and their expectations about how the organization treats its employees. We hypothesized that these signal-based mechanisms mediate the relationships between CSP and organizational attractiveness, focusing on two aspects of CSP: an organization's community involvement and pro-environmental practices. In an experiment (n = 180), we manipulated CSP via a company's web pages. In a field study (n = 171), we measured CSP content in the recruitment materials used by organizations at a job fair and job seekers' perceptions of the organizations' CSP. Results provided support for the signal-based mechanisms, and we discuss the implications for theory, future research, and practice.",2014
ID125,"Trougakos, John P.; Hideg, Ivona; Cheng, Bonnie Hayden; Beal, Daniel J.",LUNCH BREAKS UNPACKED: THE ROLE OF AUTONOMY AS A MODERATOR OF RECOVERY DURING LUNCH,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Work recovery research has focused mainly on how after-work break activities help employees replenish their resources and reduce fatigue. Given that employees spend a considerable amount of time at work, understanding how they can replenish their resources during the workday is critical. Drawing on ego depletion (Muraven & Baumeister, 2000) and self-determination theory (Deci & Ryan, 1985), we employed multi-source experience sampling methods to test the effects of a critical boundary condition, employee lunch break autonomy, on the relation between lunch break activities and end-of-workday fatigue. Although specific energy-relevant activities had a main effect on end-of-workday fatigue, each of these was moderated by the degree of autonomous choice associated with the break. Specifically, for activities that supported the psychological needs of relatedness and competence (i.e., social and work activities, respectively), as lunch break autonomy increased, effects switched from increasing fatigue to reducing fatigue. To the extent that lunch break activities involved relaxation, however, lunch break autonomy was only important when levels of relaxation were low. We conclude that lunch break autonomy plays a complex and pivotal role in conferring the potential energetic benefits of lunch break activities. Contributions to theory and practice are discussed.",2014
ID126,"Petkova, Antoaneta P.; Wadhwa, Anu; Yao, Xin; Jain, Sanjay",REPUTATION AND DECISION MAKING UNDER AMBIGUITY: A STUDY OF US VENTURE CAPITAL FIRMS' INVESTMENTS IN THE EMERGING CLEAN ENERGY SECTOR,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"This study examines the role of reputation on decision making under ambiguity. Drawing on social cognition and behavioral theories, we propose that a firm's reputation exerts dual pressures on its decision making under ambiguity. On the one hand, a firm's reputation increases its aspirations for future performance and promotes its engagement in risky strategies to achieve them. On the other hand, preserving the already established reputation requires a firm to deliver consistent performance over time, which promotes greater use of risk reduction strategies. Our analyses of the U.S. venture capital firms' investments in the clean energy sector from 1990 to 2008 demonstrate that while reputable firms are more likely to invest in the emerging sector, they also employ risk reduction strategies more extensively. The sector's legitimation further influences these firms' investment decisions both directly and through its interaction with firm reputation.",2014
ID127,"Shipilov, Andrew; Gulati, Ranjay; Kilduff, Martin; Li, Stan; Tsai, Wenpin",RELATIONAL PLURALISM WITHIN AND BETWEEN ORGANIZATIONS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Relational pluralism exists when actors maintain multiple kinds of relationships with one another and develop multiple identities as a result. The outcomes of relational pluralism can include greater flexibility in building network ties, more stable exchange relationships, and the ability to adopt tailored innovations. We develop a typology of relational pluralism and examine both the positive and negative features of relational pluralism inside and across organizations. We conclude with a discussion of future directions for research.",2014
ID128,"Beckman, Christine M.; Schoonhoven, Claudia Bird; Rottner, Renee M.; Kim, Sang-Joon",RELATIONAL PLURALISM IN DE NOVO ORGANIZATIONS: BOARDS OF DIRECTORS AS BRIDGES OR BARRIERS TO DIVERSE ALLIANCE PORTFOLIOS?,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"This paper develops relational pluralism as a collective construct whose dimensions are heterogeneity, multiplexity, and asymmetry. Relational pluralism is instantiated in the board of directors, whose network of relationships influence a new venture's ability to establish external links beyond the networks of the founding team. We argue that relational pluralism speeds the establishment of a diverse alliance portfolio, which, in turn, speeds the attainment of major revenue milestones in a new firm. We examine these ideas in a population of de novo semiconductor firms and find that diverse alliance portfolios emerge faster when a board includes members with heterogeneous, multiplex relationships, as well as central network positions. However, the asymmetric influence of outside board members can have both positive and negative effects: the alliance formation process is aided by outsiders in central network positions, but impeded when central investors dominate the board. We discuss implications for our understanding of relational pluralism as a collective construct.",2014
ID129,"Wang, Chunlei; Rodan, Simon; Fruin, Mark; Xu, Xiaoyan","KNOWLEDGE NETWORKS, COLLABORATION NETWORKS, AND EXPLORATORY INNOVATION",ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Innovation in firms is doubly embedded: in a social network of collaborations between researchers, and in a knowledge network composed of linkages between knowledge elements. The two networks are decoupled. Their structural features are distinct and influence researchers' exploratory innovation differently. Using the patent data of a leading U.S. microprocessor manufacturer, we constructed the firm's collaboration and knowledge networks, and examined the effects of two structural features in the two networks-structural holes and degree centrality-on researchers' exploratory innovation. Our findings show that a researcher with knowledge elements rich in structural holes in the knowledge network tends to explore fewer new knowledge elements from outside the firm, while structural holes in the collaboration network increase exploratory innovation. The average degree centrality of a researcher's knowledge elements in the knowledge network has an inverted-U-shaped relationship with his or her exploratory innovation, while degree centrality in the collaboration network has a negative effect. This study suggests that knowledge and social networks influence where researchers search for discoveries.",2014
ID130,"Ranganathan, Ram; Rosenkopf, Lori",DO TIES REALLY BIND? THE EFFECT OF KNOWLEDGE AND COMMERCIALIZATION NETWORKS ON OPPOSITION TO STANDARDS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We examine how the multiplicity of interorganizational relationships affects strategic behavior by studying the influence of two such relationships-knowledge linkages and commercialization ties-on the voting behavior of firms in a technological standards-setting committee. We find that, while centrally positioned firms in the knowledge network exhibit lower opposition to the standard, centrally positioned firms in the commercialization network exhibit higher opposition to the standard. Thus, the influence of network position on coordination is contingent upon the type of interorganizational tie. Furthermore, when we consider these relationships jointly, knowledge centrality moderates the opposing effect of commercialization centrality, such that the commercialization centrality effect increases with decreasing levels of knowledge centrality. In other words, firms most likely to delay the standard are peripheral in the knowledge network yet central in the commercialization network, which suggests that they have the most to lose from changes to current technology.",2014
ID131,"Raffaelli, Ryan; Glynn, Mary Ann","TURNKEY OR TAILORED? RELATIONAL PLURALISM, INSTITUTIONAL COMPLEXITY, AND THE ORGANIZATIONAL ADOPTION OF MORE OR LESS CUSTOMIZED PRACTICES",ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We examine how the organizational adoption of new practices is influenced by relational pluralism, i.e., an organization's multiple ties to actors inside and outside its industry. We theorize that institutional mechanisms of practice diffusion underlying relational networks and filtered by organizational characteristics influence the adoption of practices that are more customized (tailored) or less customized (turnkey). We hypothesize, first, that organizations participating in extra-industry professional networks will, through normative conformity, be more likely to adopt turnkey practices; second, that the normative pressure of professional networks will interact with the mimeticism of industry peers such that organizations will be more likely to adopt tailored practices; and third, that organizational filters will affect adoption of all practices. Using unique survey data from 161 Fortune 500 organizations, supplemented by archival and qualitative data, we focus on two corporate social responsibility practice variants. We find significant support for our first two hypotheses and mixed support for our third: Organizational infrastructure and identity significantly affect practice adoption, albeit in different ways, but only marginal support for leadership and elite organizational status. Our results point to how a complex web of relational ties affects the organizational adoption of practice variants that differ in their degree of customization.",2014
ID132,"Rogan, Michelle",EXECUTIVE DEPARTURES WITHOUT CLIENT LOSSES: THE ROLE OF MULTIPLEX TIES IN EXCHANGE PARTNER RETENTION,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"To reduce vulnerability to exchange relationship loss when executives leave, firms often form multiple ties to the same exchange partners. Despite the assumed importance of interorganizational multiplexity for relationship retention, theory and evidence of its effect are lacking. Analysis of a longitudinal sample of client ties of advertising firms confirms that, in general, multiplexity improves retention. However, only relationships that span intraorganizational units with convergent interests reduce the positive effect of advertising agency executive departures on client tie loss. The findings highlight the need to consider the implications of intraorganizational structure for theories of interorganizational relationship retention, and suggest an additional rationale for the persistence of the holding company structure in professional services firms despite limited returns to scale.",2014
ID133,"Sytch, Maxim; Tatarynowicz, Adam",FRIENDS AND FOES: THE DYNAMICS OF DUAL SOCIAL STRUCTURES,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"This paper investigates the evolutionary dynamics of a dual social structure encompassing collaboration and conflict among corporate actors. We apply and advance structural balance theory to examine the formation of balanced and unbalanced dyadic and triadic structures, and to explore how these dynamics aggregate to shape the emergence of a global network. Our findings are threefold. First, we find that existing collaborative or conflictual relationships between two companies engender future relationships of the same type, but crowd out relationships of the different type. This results in (a) an increased likelihood of the formation of balanced (uniplex) relationships that combine multiple ties of either collaboration or conflict, and (b) a reduced likelihood of the formation of unbalanced (multiplex) relationships that combine collaboration and conflict between the same two firms. Second, we find that network formation is driven not by a pull toward balanced triads, but rather by a pull away from unbalanced triads. Third, we find that the observed micro-level dynamics of dyads and triads affect the structural segregation of the global network into two separate collaborative and conflictual segments of firms. Our empirical analyses used data on strategic partnerships and patent infringement and antitrust lawsuits in biotechnology and pharmaceuticals from 1996 to 2006.",2014
ID134,"Sonenshein, Scott; DeCelles, Katherine A.; Dutton, Jane E.",IT'S NOT EASY BEING GREEN: THE ROLE OF SELF-EVALUATIONS IN EXPLAINING SUPPORT OF ENVIRONMENTAL ISSUES,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Using a mixed methods design, we examine the role of self-evaluations in influencing support for environmental issues. In Study 1-an inductive, qualitative study-we develop theory about how environmental issue supporters evaluate themselves in a mixed fashion, positively around having assets (self-assets) and negatively around questioning their performance (self-doubts). We explain how these ongoing self-evaluations, which we label ""situated self-work,"" are shaped by cognitive, relational, and organizational challenges individuals interpret about an issue from a variety of life domains (work, home, or school). In Study 2-an inductive, quantitative, observational study-we derive three profiles of environmental issue supporters' mixed selves (self-affirmers, self-critics, and self-equivocators) and relate these profiles to real issue-supportive behaviors. We empirically validate key constructs from Study 1 and show that even among the most dedicated issue supporters, doubts play an important role in their experiences and may be either enabling or damaging, depending on the composition of their mixed selves. Our research offers a richer view of both how contexts shape social issue support and how individuals' self-evaluations play a meaningful role in understanding the experiences and, ultimately, the issue-supportive behaviors of individuals working on social issues.",2014
ID135,"Bowers, Anne H.; Greve, Henrich R.; Mitsuhashi, Hitoshi; Baum, Joel A. C.","COMPETITIVE PARITY, STATUS DISPARITY, AND MUTUAL FORBEARANCE: SECURITIES ANALYSTS' COMPETITION FOR INVESTOR ATTENTION",ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Most studies of responses to change in competitive environments focus on competitor-specific adaptations. However, rivals are often acutely aware of one another, and this awareness should influence their competitive behavior. In this study, we focus on three market structures that affect competitive behavior: competitive parity, status disparity, and multipoint contact. In particular, we examine how securities analysts responded to a regulatory discontinuity, Regulation Fair Disclosure (""Reg-FD""), which promotes competitive parity by eliminating privileged access to proprietary firm information as a critical source of competitive advantage. We predict and find that Reg-FD activated mutual forbearance among analysts linked through multipoint contact. We also predict and find that high-status analysts forbear more strongly. Analysts' responses to heterogeneity in competitive advantage thus depend importantly on their competitive overlap and status, which has implications for both their behavior and the information they provide to investors.",2014
ID136,"Koerner, Melissa M.",COURAGE AS IDENTITY WORK: ACCOUNTS OF WORKPLACE COURAGE,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"This study focuses on the intersection of identity dynamics and workplace courage. I examine accounts of courage submitted by business professionals and articulate the identity processes underlying the accounts. The narratives illustrate four storylines that reflect four distinct forms of courage and one storyline that reflects a lack of courage. In the accounts, identity tensions precipitate courageous acts, and courage-based identity work is used to reconcile the tensions. The findings suggest that in accounts of workplace courage, courageous behavior is viewed as an important form of identity work that helps individuals to minimize incongruities between their self- and social identities.",2014
